0, 0, Header, 0, 1, 960
1, 0, Start_track
1, 0, Title_t, "Solo Cello"
1, 0, Program_c, 0, 42
1, 0, Control_c, 0, 7, 100
1, 0, Control_c, 0, 10, 64
1, 0, Note_on_c, 0, 60, 100
1, 480, Note_on_c, 0, 60, 0
1, 480, Note_on_c, 0, 59, 100
1, 720, Note_on_c, 0, 59, 0
1, 720, Note_on_c, 0, 57, 100
1, 960, Note_on_c, 0, 57, 0
1, 960, Note_on_c, 0, 55, 100
1, 1200, Note_on_c, 0, 55, 0
1, 1200, Note_on_c, 0, 53, 100
1, 1440, Note_on_c, 0, 53, 0
1, 1440, Note_on_c, 0, 52, 100
1, 1680, Note_on_c, 0, 52, 0
1, 1680, Note_on_c, 0, 50, 100
1, 1920, Note_on_c, 0, 50, 0
1, 1920, Note_on_c, 0, 48, 100
1, 2160, Note_on_c, 0, 48, 0
1, 2160, Note_on_c, 0, 43, 100
1, 2400, Note_on_c, 0, 43, 0
1, 2400, Note_on_c, 0, 40, 100
1, 2640, Note_on_c, 0, 40, 0
1, 2640, Note_on_c, 0, 43, 100
1, 2880, Note_on_c, 0, 43, 0
1, 2880, Note_on_c, 0, 36, 100
1, 4080, Note_on_c, 0, 36, 0
1, 4080, Note_on_c, 0, 38, 100
1, 4320, Note_on_c, 0, 38, 0
1, 4320, Note_on_c, 0, 40, 100
1, 4560, Note_on_c, 0, 40, 0
1, 4560, Note_on_c, 0, 41, 100
1, 4800, Note_on_c, 0, 41, 0
1, 4800, Note_on_c, 0, 43, 100
1, 5040, Note_on_c, 0, 43, 0
1, 5040, Note_on_c, 0, 45, 100
1, 5280, Note_on_c, 0, 45, 0
1, 5280, Note_on_c, 0, 47, 100
1, 5520, Note_on_c, 0, 47, 0
1, 5520, Note_on_c, 0, 48, 100
1, 5760, Note_on_c, 0, 48, 0
1, 5760, Note_on_c, 0, 50, 100
1, 6000, Note_on_c, 0, 50, 0
1, 6000, Note_on_c, 0, 48, 100
1, 6240, Note_on_c, 0, 48, 0
1, 6240, Note_on_c, 0, 47, 100
1, 6480, Note_on_c, 0, 47, 0
1, 6480, Note_on_c, 0, 45, 100
1, 6720, Note_on_c, 0, 45, 0
1, 6720, Note_on_c, 0, 43, 100
1, 6960, Note_on_c, 0, 43, 0
1, 6960, Note_on_c, 0, 45, 100
1, 7200, Note_on_c, 0, 45, 0
1, 7200, Note_on_c, 0, 47, 100
1, 7440, Note_on_c, 0, 47, 0
1, 7440, Note_on_c, 0, 48, 100
1, 7680, Note_on_c, 0, 48, 0
1, 7680, Note_on_c, 0, 50, 100
