0, 0, Header, 0, 1, 960
1, 0, Start_track
1, 0, Note_on_c, 0, 24, 127
1, 480, Note_off_c, 0, 24, 0
1, 480, Note_on_c, 0, 26, 127
1, 960, Note_off_c, 0, 26, 0
1, 960, Note_on_c, 0, 28, 127
1, 1440, Note_off_c, 0, 28, 0
1, 1440, Note_on_c, 0, 29, 127
1, 1920, Note_off_c, 0, 29, 0
1, 1920, Note_on_c, 0, 31, 127
1, 2400, Note_off_c, 0, 31, 0
1, 2400, Note_on_c, 0, 33, 127
1, 2880, Note_off_c, 0, 33, 0
1, 2880, Note_on_c, 0, 35, 127
1, 3360, Note_off_c, 0, 35, 0
1, 3360, Note_on_c, 0, 36, 127
1, 3840, Note_off_c, 0, 36, 0
1, 3840, Control_c, 0, 123, 0
1, 3840, End_track
0, 0, End_of_file
